"Abs Int (Bck Sub, 2+)"	Charge	IgGIA1H3N3F1	IgGIA1H3N4	IgGIA1H3N4F1	IgGIA1H3N5F1	IgGIA1H3N6F3	IgGIA1H4N2	IgGIA1H4N3	IgGIA1H4N3F1	IgGIA1H4N3F2	IgGIA1H4N4	IgGIA1H4N4F1	IgGIA1H4N4F1S1	IgGIA1H4N4F2	IgGIA1H4N5F1	IgGIA1H4N5F1S1	IgGIA1H4N5F2S1	IgGIA1H5N3F1	IgGIA1H5N4	IgGIA1H5N4F1	IgGIA1H5N4F1S1	IgGIA1H5N4F1S2	IgGIA1H5N4F2	IgGIA1H5N4F2S1	IgGIA1H5N4F3	IgGIA1H5N5F1	IgGIA1H5N5F1S1	IgGIA1H5N5F2	IgGIA1H5N5F3	IgGIA1H6N3F1G1	IgGIA1H6N3F2	IgGIA1H6N5F1	IgGII1H3N3F1	IgGII1H3N4	IgGII1H3N4F1	IgGII1H3N5F1	IgGII1H3N6F3	IgGII1H4N2	IgGII1H4N3	IgGII1H4N3F1	IgGII1H4N3F2	IgGII1H4N4	IgGII1H4N4F1	IgGII1H4N4F1S1	IgGII1H4N4F2	IgGII1H4N5F1	IgGII1H4N5F1S1	IgGII1H4N5F2S1	IgGII1H5N3F1	IgGII1H5N4	IgGII1H5N4F1	IgGII1H5N4F1S1	IgGII1H5N4F1S2	IgGII1H5N4F2	IgGII1H5N4F2S1	IgGII1H5N4F3	IgGII1H5N5F1	IgGII1H5N5F1S1	IgGII1H5N5F2	IgGII1H5N5F3	IgGII1H6N3F1G1	IgGII1H6N3F2	IgGII1H6N5F1	IgGI1H3N3F1	IgGI1H3N4	IgGI1H3N4F1	IgGI1H3N5F1	IgGI1H3N6F3	IgGI1H4N2	IgGI1H4N3	IgGI1H4N3F1	IgGI1H4N3F2	IgGI1H4N4	IgGI1H4N4F1	IgGI1H4N4F1S1	IgGI1H4N4F2	IgGI1H4N5F1	IgGI1H4N5F1S1	IgGI1H4N5F2S1	IgGI1H5N3F1	IgGI1H5N4	IgGI1H5N4F1	IgGI1H5N4F1S1	IgGI1H5N4F1S2	IgGI1H5N4F2	IgGI1H5N4F2S1	IgGI1H5N4F3	IgGI1H5N5F1	IgGI1H5N5F1S1	IgGI1H5N5F2	IgGI1H5N5F3	IgGI1H6N3F1G1	IgGI1H6N3F2	IgGI1H6N5F1	IgGIILE1H3N3F1	IgGIILE1H3N4	IgGIILE1H3N4F1	IgGIILE1H3N5F1	IgGIILE1H3N6F3	IgGIILE1H4N2	IgGIILE1H4N3	IgGIILE1H4N3F1	IgGIILE1H4N3F2	IgGIILE1H4N4	IgGIILE1H4N4F1	IgGIILE1H4N4F1S1	IgGIILE1H4N4F2	IgGIILE1H4N5F1	IgGIILE1H4N5F1S1	IgGIILE1H4N5F2S1	IgGIILE1H5N3F1	IgGIILE1H5N4	IgGIILE1H5N4F1	IgGIILE1H5N4F1S1	IgGIILE1H5N4F1S2	IgGIILE1H5N4F2	IgGIILE1H5N4F2S1	IgGIILE1H5N4F3	IgGIILE1H5N5F1	IgGIILE1H5N5F1S1	IgGIILE1H5N5F2	IgGIILE1H5N5F3	IgGIILE1H6N3F1G1	IgGIILE1H6N3F2	IgGIILE1H6N5F1	IgGIF1H3N3F1	IgGIF1H3N4	IgGIF1H3N4F1	IgGIF1H3N5F1	IgGIF1H3N6F3	IgGIF1H4N2	IgGIF1H4N3	IgGIF1H4N3F1	IgGIF1H4N3F2	IgGIF1H4N4	IgGIF1H4N4F1	IgGIF1H4N4F1S1	IgGIF1H4N4F2	IgGIF1H4N5F1	IgGIF1H4N5F1S1	IgGIF1H4N5F2S1	IgGIF1H5N3F1	IgGIF1H5N4	IgGIF1H5N4F1	IgGIF1H5N4F1S1	IgGIF1H5N4F1S2	IgGIF1H5N4F2	IgGIF1H5N4F2S1	IgGIF1H5N4F3	IgGIF1H5N5F1	IgGIF1H5N5F1S1	IgGIF1H5N5F2	IgGIF1H5N5F3	IgGIF1H6N3F1G1	IgGIF1H6N3F2	IgGIF1H6N5F1
"alignedLin_id_24_2-C,4_01_55456.raw"																																	0.086891695	0.006904937	0.111665707	0.013914442	0.003926198	0.003127653	0.040578357	0.016537338	0.060135386	0.002628055	0.033962621	0.045339587	0.007444424	0.040485545	0.014299511	0.00923445	0.023514301	0.009823103	0.107775196	0.029691907	0.041940382	0.007360222	0.103974486	0.064050438	0.00607187	0.004196773	0.054263286	0.007204676	1.69678766258e-05	0.004422559	0.038617679	0.055809919	0.028121845	0.206062141	0.025960226	0.013256858	0.021680861	0.020255873	0.078842378	0.016077457	0.021820651	0.130249846	0.001026966	0.003341303	0.0248499	0.016838039	0.002177724	0.102762483	0.035340657	0.027767227	0.004803285	0.02261806	0.014555191	0.001966296	0.005203348	0.022053808	0.002623783	0.009482561	0.000516306	0.004080129	0.026447153	0.053407632	0.012560768	0.011643015	0.215114465	0.016544811	0.009537614	0.015959449	0.000974368	0.055754025	0.052444912	0.011370256	0.168040635	0.026804766	0.008399362	0.009261552	0.012830062	0.009460707	0.094704448	0.022707489	0.064476021	0.028719953	0.006313171	0.012860567	0.036723801	0.034964751	0.005174382	0.00986468	0.001691801	0.011833191	0.004489302	0.025705948	0.003069681	0.014546377	0.001870695	0.014840902	0.08723384	0.003353704	0.028082063	0.050516981		0.016080072	0.038035664	0.003815606	0.016642532	0.003796956	0.060630756	0.020994685	0.007570163	0.00355347	0.120944222	0.014843764	0.008838036	0.004542723	0.00080167	0.029692173	0.007933805	0.003942935	0.01357643	0.043852842	0.01301964	0.298963086	0.064394129	0.003090001
"alignedLin_stand_01_2-B,4_01_55453.raw"		0.014435816	0.004716812	0.016266704	0.008306522	0.000838788	0.007787992	0.008693888	0.002624733	0.055549612	0.007328507	0.020693746	0.16604655	0.199579389	0.021215112	0.008607324	0.024974963	0.011661231	0.008114298	0.001683623	0.055528636	0.027614837	0.093681866	0.100740248	0.060089456	0.001335545	0.009195625	0.020724209	0.005533351	0.005719755	0.023967198	0.006743546	0.004704189	0.017089974	0.091229023	0.049991768	0.005997025	0.004903104	0.010399654	0.008644408	0.020488855	0.016713514	0.142042532	0.102854767	0.006245644	0.055532254	0.006095102	0.006500002	0.003590917	0.016611288	0.071383421	0.146864489	0.007746775	0.018781878	0.008111008	0.12170686	0.015866453	0.009530612	0.005594197	0.009298677		0.00547335	0.010008231	0.003960049	0.014876823	0.072526573	0.046421419	0.008832752	0.010736375		0.011415321	0.016665358	0.021134011	0.169916461	0.062851773	0.002545505	0.090910552	0.013532425	0.011100552	0.005546145	0.016810181	0.080249539	0.135659105	0.013053073	0.021235131	0.003067832	0.111288827	0.020573436	0.009659554	0.004778741	0.008354688	0.001310709	0.00943202	0.00155504																																0.013505667	0.005251561	0.05419878	0.039919972	0.008359332	0.008518901	0.005307599	0.007452457	0.012434815	0.019492735	0.084722859	0.076349082	0.005113207	0.051232924	0.031241978	0.002488006	0.00286126	0.066219757	0.042278886	0.11788265	0.006106352	0.050665393	0.026961933	0.097343983	0.011274338	0.013220506	0.017733188	0.012696916	0.097712828	0.011443871	8.23813537763e-06
"alignedLin_stand_03_2-D,3_01_55435.raw"		0.012075786	0.001951169	0.018101143	0.011931854	0.000164967	0.013517907	0.009303664	0.009959472	0.058003765	0.011469766	0.023990202	0.169984625	0.208088265	0.015641597	0.010179092	0.01981812	0.005526214	0.002316721	0.001230298	0.053886658	0.024936488	0.100402401	0.081176038	0.058248621	0.000712186	0.009683976	0.016927015	0.005713633	0.004196511	0.035719705	0.005142034	0.005846279	0.02912988	0.089000802	0.047514779	0.007492311	0.00809666	0.014223965	0.006795823	0.025388789	0.016313704	0.135982307	0.093215275	0.009162038	0.056811874	0.004834024	0.009633147	0.007523118	0.021537177	0.073578809	0.13545033	0.007909756	0.018667551	0.008340541	0.109330691	0.017092635	0.010620159	0.005202874	0.009241636		0.004399805	0.011663229	0.006632224	0.016861093	0.078619461	0.042463822	0.012212671	0.010725083	0.000643363	0.008490989	0.018637793	0.017978104	0.186235337	0.05865104	0.003908994	0.087833766	0.013404153	0.015554159	0.011717238	0.01447757	0.087313416	0.122393527	0.014742445	0.015631762	0.002717661	0.0983689	0.019391278	0.009736077	0.003165123	0.009794774	0.000633569	0.008949602	0.002114978	0.013909348	0.011645345	0.025152047	0.021590453	0.113400543	0.112902699	0.009807993	0.036804686	0.020787986	0.003220081	0.005347972	0.042805891	0.01415578	0.005651499	0.008213181	0.016380944	0.002562567	0.001313402	0.06013635	0.028805107	0.010541713	0.029639127	0.004108373	0.037649128	0.10680927	0.035297854	0.010138022	0.03463646	0.004243086	0.019947375	0.152395609	0.012715055	0.003594211	0.054182008	0.039562197	0.010653929	0.00779749	0.008952077	0.008702808	0.015630748	0.020702678	0.087710424	0.073901745	0.006310206	0.053754517	0.036705601	0.004110784	0.005463292	0.073717756	0.045308338	0.113140233	0.008175533	0.046619631	0.020067932	0.09127876	0.011756294	0.016934983	0.012885988	0.018960575	0.07874542	0.011857318	0.00010144
"aligned_id_05_2-B,1_01_55381.raw"		0.009136511	0.01530423	0.197229872	0.01611661	0.004015814	0.013389696	0.027441144	0.037309597	0.068122403	0.008604258	0.109601251	0.045980631	0.043397716	0.008095555	0.039025001	0.017079821	0.08018156	0.021166342	0.040951758	0.020377223	0.035845154	0.020429132	0.031176875	0.020751819	0.004327643	0.012577569	0.002890499	0.013714403	0.002986492	0.026111249	0.006662107	0.019479483	0.016578521	0.105258622	0.044583907	0.009107859	0.004968329	0.009669509	0.011066436	0.028445202	0.017759402	0.136386147	0.079588509	0.004810397	0.055171659	0.003811437	0.011899395	0.012023498	0.018538197	0.098881624	0.100179061	0.034534582	0.010355554	0.020693745	0.089123682	0.013190446	0.005965034	0.016305305	0.0011859		0.005966422	0.014472059	0.004421163	0.006346944	0.073485113	0.036451969	0.008645587	0.00711696	0.014871566	0.12859004	0.016588822	0.02792521	0.182834397	0.023568999	0.025647377	0.069545481	0.043925092	0.019823206	0.040041588	0.000214125	0.073625088	0.050291491	0.008800744	0.008398397	0.003819357	0.039430828	0.020094542	0.014604838	0.025500647	0.008447434	0.009239121	0.007703823																																	0.014482101	0.002878125	0.052651364	0.04886083	0.00624325	0.004757873	0.006251903	0.008026784	0.009574272	0.020144947	0.073959951	0.052065945	0.003073698	0.047176835	0.046384475		0.002088277	0.070285804	0.033604057	0.065470263	0.003154235	0.03364338	0.021081404	0.058619961	0.021993923	0.016049596	0.018694025	0.019472419	0.217299745	0.020519035	0.001491463
"aligned_id_07_2-G,3_01_55444.raw"		0.011194816	0.006179263	0.454516116	0.006552219	0.018108007	0.015053835	0.002743807	0.094331921	0.012620178	0.028026781	0.006509436	0.010060725	0.014351764	0.001602861	0.018245386	0.014255462	0.054558969	0.01838354	0.009228141	0.014588353	0.003713374	0.015071035	0.029907128	0.010610876	0.022913944	0.021446307	0.011942045	0.009893291	0.010813729	0.022441032	0.030135444																																																															0.004536128	0.004817844	0.0011547	0.015973025	0.031884906	0.016582578	0.000235102	0.025667444	0.001827214	0.01430845	0.002271213	0.011309694	0.034485219	0.036551156	0.006275882	0.009324396			0.000251953	0.275403088	0.002165369	0.04803339	0.000985727	0.345103678	0.007732839	0.028868447	0.024425102	0.018487243	0.002417891	0.004837041	0.024083227	0.018876302	0.009168189	0.143621347	0.031918215	0.02291072	0.00224104	0.002774918	0.00785486	0.040211172	0.012320797	0.186620752	0.023852601	0.003026414	0.040910501	0.016989794	0.009092049	0.021274832	0.008167976	0.07160754	0.025972465	0.01931992	0.011358985	0.070157522	0.023863365	0.010980348	0.006641758	0.005582757	0.004472723	0.117818434	0.027314534	0.003077137
"aligned_id_12_2-D,2_01_55411.raw"																																	0.022481618	0.019848943	0.098791401	0.045293916	0.01256681	0.003900698	0.014138329	0.008986646	0.038426321	0.015195326	0.137845071	0.087993663	0.00176219	0.056331721	0.00268904	0.011555223	0.012390108	0.018412754	0.083759628	0.117253117	0.017124718	0.014067821	0.016446972	0.093615048	0.017435849	0.008948577	0.006211108	0.006826663			0.009700665	0.025383852	0.014940696	0.103097357	0.038814048	0.010094932	0.015169611	0.010061915	0.045888611	0.017397314	0.019522028	0.1452504	0.023067755	0.001244502	0.091116761	0.015157051	0.007145017	0.062329721	0.024466737	0.071026728	0.076752532	0.012252082	0.016688536	0.003789307	0.061127244	0.034270895	0.009139504	0.000680133	0.005130998	0.002296927	0.023194987	0.013501777	0.011397278	0.006431964	0.153679664	0.018458889	0.025995682	0.028955133	0.001215804	0.063978102	0.055709284	0.01378244	0.117699696	0.033170076	0.005577287	0.004330017	0.015791666	0.013217377	0.108537625	0.010978605	0.07834914	0.031320322	0.01250155	0.014597811	0.040091045	0.034450097	0.017293089	0.015873112	0.000544039	0.01307563	0.00838271	0.028433031	0.016181785	0.013213323	0.002265195	0.03495968	0.072092699	0.011587211	0.007462578	0.05457464	0.003072599	0.0209088	0.122688467	0.050200047	0.039968625	0.004148847	0.061889647	0.020556555	0.009999226	0.008334548	0.078320753	0.030743701	0.056950072	0.002185334	0.020917572	0.012305432	0.047157421	0.005644257	0.01283697	0.017739931	0.013086372	0.121963444	0.042226015	
"aligned_id_15_2-D,1_01_55387.raw"		0.013785691	0.019982595	0.051206567	0.000851335	0.009103722	0.014334529	0.00392695	0.062967275	0.056895619	0.006237294	0.007867035	0.188839125	0.029337581	0.00810382	0.022691333	0.024708527	0.004617002	0.003519449	0.004514037	0.052667172	0.02344304	0.13200377	0.076358179	0.056351704	0.015693424	0.020681858	0.010638095	0.018898793	0.004630299	0.0426854	0.012458562	0.049485047	0.03373646	0.113310634	0.029353976	0.017267066	0.014208004	0.026820776	0.017934648	0.045041032	0.003559551	0.083724621	0.055144	0.020638041	0.052955109	0.000692698	0.022966047	0.019441011	0.015201823	0.075826216	0.057610528	0.019799887	0.008781796	0.060556815	0.048326127	0.012977133	0.006619126	0.057527277	0.007086742		0.000375544	0.02303207	0.012011226	0.010706573	0.133827851	0.034665548	0.010992636	0.003826917	0.006125216	0.027023953	0.018537145	0.01402292	0.249365169	0.020192616	0.009197007	0.069549042	0.014303833	0.012714474	0.037583987	0.008122412	0.109932668	0.045919473	0.035268823	0.012792723	0.011951487	0.036686522	0.013626163	0.008946124	0.001002047	0.007488856	0.003844924	0.015039254	0.004732381	0.006941196	0.006878391	0.092338791	0.00662344	0.034689786	0.012700284		0.043118744	0.097478226	0.009240842	0.077057605	0.023127804	0.003994576	0.007038884	0.012219138	0.014944766	0.059907219	0.011244269	0.105916568	0.018349301	0.008351333	0.01684203	0.030544011	0.026494463	0.05799604	0.053517185	0.004861999	0.04123204	0.013529981	0.033514154	0.06930687	0.011134682	0.000716747	0.015915308	0.030922225	0.005896948	0.004195025	0.025069667	0.019495677	0.019771109	0.135597609	0.0149743	0.051344188	0.005396227	0.027141397	0.073101151	0.00767029	0.011034529	0.171425421	0.010791186	0.020516612	0.001435808	0.015521493	0.015394473	0.022787859	0.003875992	0.021484397	0.019081867	0.024264607	0.177250656	0.036792495	
"aligned_id_16_2-C,2_01_55408.raw"		0.009243804	0.013340504	0.235266341	0.025737227	0.004853571	0.011368206	0.021595675	0.049004864	0.071110079	0.013189587	0.130300399	0.024114314	0.004659126	0.006846469	0.043617304	0.018092526	0.093177403	0.027050713	0.044882695	0.010047753	0.031180851	0.006991922	0.024490946	0.012729112	0.003075954	0.010368053	0.002183296	0.011745425	0.005405335	0.025394194	0.008936271	0.152834788	0.030687405	0.096914873	0.019535606	0.015961118	0.019617226	0.062948487	0.009053696	0.037464361	0.024264498	0.041830479	0.045415297	0.003877855	0.015801241	0.00137982	0.020079174	0.006186921	0.004610947	0.08666513	0.020186499	0.128760505	0.019742593	0.051164419	0.01246734	0.004845381	0.001987926	0.033930963	0.001987926	0.005641472	0.008782218	0.015373628																																0.015491827	0.009950809	0.09584375	0.002587495	0.03114786	0.009440925	0.013089141	0.126202415	0.013573577	0.034381515	0.069661357	0.01710646	0.018212927	0.023615926	0.02131445	0.026786195	0.067122006	0.017482816	0.018844002	0.075270301	0.00826454	0.071767271	0.020588474	0.09703316	0.026317875	0.010995846	0.00387428	0.013868731	0.020829117	0.009691054	0.009643704	0.050812279	0.023176799	0.025153581	0.071769591	0.008957708	0.00376181	0.020933978	0.000357968	0.01438124	0.053161265	0.019038256	0.007670549	0.015155048	0.039946308	0.016901032	0.006370411	0.002358005	0.029153553	0.017148684	0.017206829	0.017212991	0.007096849	0.035415071	0.018041672	0.048855788	0.023530467	0.017832665	0.021833796	0.289292442	0.065797985	0.011675238
"aligned_id_18_2-A,1_01_55378.raw"		0.004660776	0.016515603	0.227712517	0.022208845	0.01238632	0.008920165	0.023087929	0.038311566	0.075500398	0.009310527	0.119731604	0.027719469	0.010155848	0.005377046	0.035428739	0.025886063	0.093049886	0.022707643	0.047396773	0.014169864	0.037775257	0.009373075	0.031263054	0.011042327	0.006123953	0.016127436	0.001985109	0.012160018	0.008799833	0.01552089	0.00959139	0.120970186	0.127558805	0.044407021	0.017358783	0.00212086	0.022752861	0.028072638	0.027419424	0.028456752	0.031206519	0.018706956	0.009537974	0.010509472	0.005106864	0.019156171	0.011003002	0.004909963	0.026242687	0.26499514	0.005387249	0.068765702	0.004535209	0.027769231	0.014491952	0.017283482		0.016667436	0.000188092	0.009099547	0.001030842	0.014289009	0.012208467	0.026365504	0.033751719	0.028636379	0.008063044		0.022352943	0.286229965	0.003530161	0.00237338	0.12357318	0.005577934	0.04830452	0.037990427	0.08581238	0.026375073	0.054194093	0.006506074	0.035310291	0.008567881	0.006722063	0.001869833	0.001938182	0.010421774	0.022719635	0.010956609	0.056114352	0.007403589	0.013685593	0.010163361	0.002281485																																0.020892399	0.012739216	0.114276838	0.038844759	0.013057627	0.002384216	0.006491142	0.005743659	0.040053641	0.005263198	0.148720582	0.017867995	0.005249999	0.042741495	0.016520745	0.001783554	0.017252887	0.019613205	0.050899105	0.013604399	0.008212021	0.007519737	0.045003313	0.015935192	0.020838088	0.007037476	0.011349397	0.008443679	0.254052455	0.021751632	0.005856286
"aligned_id_21_2-F,2_01_55417.raw"		0.010191218	0.01118474	0.195452337	0.037651487	0.01125939	0.011733523	0.010913971	0.063079779	0.048933846	0.015164893	0.088950635	0.023547444	0.021121588	0.019709396	0.044996155	0.012143539	0.08068669	0.043212944	0.027104316	0.01240537	0.025426393	0.020221201	0.021853205	0.011556958	0.01959379	0.010578547	0.0108341	0.015930292	0.009357899	0.034633533	0.030570608																																																																																														0.024430479	0.012300703	0.148951027	0.032360957	0.018275238	0.001914377	0.006453785	0.00295308	0.056736308	0.01167665	0.188819202	0.021437555	0.01064514	0.043185526	0.015257677	0.010086907	0.021139484	0.011400676	0.0774412	0.031108193	0.022829198	0.006047276	0.055436439	0.026117305	0.011766169	0.003914111	0.004604127	0.008645126	0.075444289	0.034363315	0.004258443
"aligned_stand_02_2-B,2_01_55405.raw"		0.017031032	0.005932858	0.013787572	0.01228476	0.001230054	0.017410691	0.005970617	0.008594612	0.056621187	0.005725463	0.017421755	0.157304201	0.207342531	0.019414378	0.012610254	0.021122424	0.016408503	0.008343974	0.000189858	0.048694301	0.027969636	0.095105447	0.085477873	0.051649692	0.003099433	0.011532579	0.016789583	0.006699336	0.004558325	0.036480287	0.007196659	0.008477484	0.026610276	0.093565749	0.050158	0.006444259	0.007841617	0.009272449	0.008736139	0.02794734	0.016444241	0.137846231	0.091417226	0.010036657	0.057738059	0.003409241	0.00760966	0.009125899	0.02162398	0.071735514	0.133186828	0.007825726	0.017979012	0.009583164	0.108044665	0.01794053	0.01071733	0.005177119	0.007948282		0.005195721	0.010361571	0.007071675	0.016137559	0.084378514	0.041937009	0.012288931	0.006930704	0.000609524	0.011422345	0.022149645	0.01639044	0.188888839	0.052613001	0.00586969	0.088196092	0.012678979	0.014030676	0.010693656	0.013351277	0.086643005	0.117920726	0.018065642	0.014902813	0.003570145	0.094702875	0.020339605	0.011476385	0.002728958	0.010593664	0.001000648	0.011122934	0.001294012	0.013989257	0.018568017	0.01795569	0.005587991	0.090553989	0.043232536	0.007996252	0.025108647	0.092934017	0.006431438	0.018338479	0.033285652	0.022582459	0.006347116	0.013343513	0.021051405	0.018611511	0.00370066	0.112179229	0.022496845	0.019261771	0.030385406	0.000820881	0.029990648	0.077846906	0.037706815	0.013372162	0.042139281	0.006704807	0.035653367	0.111823161	0.012566492	0.003416005	0.055399946	0.039997857	0.009815155	0.011063578	0.007005167	0.00667914	0.015866702	0.027128344	0.077800103	0.071361449	0.006547886	0.050132094	0.040389974	0.004114645	0.005183782	0.078394428	0.040414383	0.105782643	0.00674415	0.051109209	0.018889215	0.085947848	0.012420883	0.016875496	0.013056956	0.019906618	0.095109247	0.010880578	
"aligned_stand_03_2-D,3_01_55435.raw"		0.008183258	0.006635015	0.018135592	0.014373408	0.003896441	0.014485765	0.001961425	0.003207019	0.052298871	0.008592463	0.017737572	0.16713225	0.205850843	0.018280867	0.00911618	0.020273989	0.011449751	0.004712029	4.92542946557e-05	0.050848585	0.024108035	0.097846352	0.102317278	0.058066799	0.004319511	0.007425107	0.01988969	0.001251637	0.006500909	0.038441676	0.002612299	0.008216022	0.028713159	0.089996076	0.048765945	0.007674452	0.007876716	0.012813373	0.007206447	0.027124759	0.016168944	0.138049821	0.091961905	0.008895495	0.057651876	0.004720792	0.009532991	0.007461962	0.02181232	0.074262634	0.132914477	0.007826672	0.018028742	0.007523723	0.107240166	0.017235852	0.010512039	0.004960107	0.00918163		0.004373429	0.011297439	0.007158017	0.016882546	0.078468064	0.042717228	0.011765525	0.011179463	0.000748	0.00954837	0.018840789	0.017570211	0.181867667	0.052852765	0.003937938	0.088904385	0.012835951	0.014979125	0.011675292	0.014901788	0.087499902	0.125326673	0.016271238	0.015546531	0.002524236	0.100636453	0.019781065	0.009919862	0.003286631	0.010060863	0.000685837	0.009715934	0.001911623																																0.013421945	0.003757122	0.052170007	0.037180404	0.011679408	0.007672055	0.008999038	0.010863466	0.014881607	0.02373754	0.083347883	0.075650074	0.006380259	0.051023157	0.043891724	0.00443019	0.006374988	0.080070574	0.042716871	0.107479227	0.008015761	0.045802021	0.020540386	0.086802235	0.009033915	0.018880465	0.013218244	0.019176591	0.079836633	0.012966181	
																																																																																																																																																												
BCK (2+)		IgGIA1H3N3F1	IgGIA1H3N4	IgGIA1H3N4F1	IgGIA1H3N5F1	IgGIA1H3N6F3	IgGIA1H4N2	IgGIA1H4N3	IgGIA1H4N3F1	IgGIA1H4N3F2	IgGIA1H4N4	IgGIA1H4N4F1	IgGIA1H4N4F1S1	IgGIA1H4N4F2	IgGIA1H4N5F1	IgGIA1H4N5F1S1	IgGIA1H4N5F2S1	IgGIA1H5N3F1	IgGIA1H5N4	IgGIA1H5N4F1	IgGIA1H5N4F1S1	IgGIA1H5N4F1S2	IgGIA1H5N4F2	IgGIA1H5N4F2S1	IgGIA1H5N4F3	IgGIA1H5N5F1	IgGIA1H5N5F1S1	IgGIA1H5N5F2	IgGIA1H5N5F3	IgGIA1H6N3F1G1	IgGIA1H6N3F2	IgGIA1H6N5F1	IgGII1H3N3F1	IgGII1H3N4	IgGII1H3N4F1	IgGII1H3N5F1	IgGII1H3N6F3	IgGII1H4N2	IgGII1H4N3	IgGII1H4N3F1	IgGII1H4N3F2	IgGII1H4N4	IgGII1H4N4F1	IgGII1H4N4F1S1	IgGII1H4N4F2	IgGII1H4N5F1	IgGII1H4N5F1S1	IgGII1H4N5F2S1	IgGII1H5N3F1	IgGII1H5N4	IgGII1H5N4F1	IgGII1H5N4F1S1	IgGII1H5N4F1S2	IgGII1H5N4F2	IgGII1H5N4F2S1	IgGII1H5N4F3	IgGII1H5N5F1	IgGII1H5N5F1S1	IgGII1H5N5F2	IgGII1H5N5F3	IgGII1H6N3F1G1	IgGII1H6N3F2	IgGII1H6N5F1	IgGI1H3N3F1	IgGI1H3N4	IgGI1H3N4F1	IgGI1H3N5F1	IgGI1H3N6F3	IgGI1H4N2	IgGI1H4N3	IgGI1H4N3F1	IgGI1H4N3F2	IgGI1H4N4	IgGI1H4N4F1	IgGI1H4N4F1S1	IgGI1H4N4F2	IgGI1H4N5F1	IgGI1H4N5F1S1	IgGI1H4N5F2S1	IgGI1H5N3F1	IgGI1H5N4	IgGI1H5N4F1	IgGI1H5N4F1S1	IgGI1H5N4F1S2	IgGI1H5N4F2	IgGI1H5N4F2S1	IgGI1H5N4F3	IgGI1H5N5F1	IgGI1H5N5F1S1	IgGI1H5N5F2	IgGI1H5N5F3	IgGI1H6N3F1G1	IgGI1H6N3F2	IgGI1H6N5F1	IgGIILE1H3N3F1	IgGIILE1H3N4	IgGIILE1H3N4F1	IgGIILE1H3N5F1	IgGIILE1H3N6F3	IgGIILE1H4N2	IgGIILE1H4N3	IgGIILE1H4N3F1	IgGIILE1H4N3F2	IgGIILE1H4N4	IgGIILE1H4N4F1	IgGIILE1H4N4F1S1	IgGIILE1H4N4F2	IgGIILE1H4N5F1	IgGIILE1H4N5F1S1	IgGIILE1H4N5F2S1	IgGIILE1H5N3F1	IgGIILE1H5N4	IgGIILE1H5N4F1	IgGIILE1H5N4F1S1	IgGIILE1H5N4F1S2	IgGIILE1H5N4F2	IgGIILE1H5N4F2S1	IgGIILE1H5N4F3	IgGIILE1H5N5F1	IgGIILE1H5N5F1S1	IgGIILE1H5N5F2	IgGIILE1H5N5F3	IgGIILE1H6N3F1G1	IgGIILE1H6N3F2	IgGIILE1H6N5F1	IgGIF1H3N3F1	IgGIF1H3N4	IgGIF1H3N4F1	IgGIF1H3N5F1	IgGIF1H3N6F3	IgGIF1H4N2	IgGIF1H4N3	IgGIF1H4N3F1	IgGIF1H4N3F2	IgGIF1H4N4	IgGIF1H4N4F1	IgGIF1H4N4F1S1	IgGIF1H4N4F2	IgGIF1H4N5F1	IgGIF1H4N5F1S1	IgGIF1H4N5F2S1	IgGIF1H5N3F1	IgGIF1H5N4	IgGIF1H5N4F1	IgGIF1H5N4F1S1	IgGIF1H5N4F1S2	IgGIF1H5N4F2	IgGIF1H5N4F2S1	IgGIF1H5N4F3	IgGIF1H5N5F1	IgGIF1H5N5F1S1	IgGIF1H5N5F2	IgGIF1H5N5F3	IgGIF1H6N3F1G1	IgGIF1H6N3F2	IgGIF1H6N5F1
